Charge;N° Parc;N° Série;Réception;Référence;Désignation;Stock;Quart;Déposant;Lot;Date Création;Utilisateur;UL Contenue;Type réception;Type Edition;Tron Dest.;Tron.;Temps passé en atelier;Tournée;Stock Préc.;Statut;Site;Rot;Réparateur;Rendre Charge Dispo?;Réf Fourn.;Ref Client;Rebut ?;Réaffecter;Rng Dest;Rng;Qrt Dest;Qté UL contenu;Qté Rés;Qté à Regrouper;Qté Dispo;Prix Unit d'achat.;Profondeur;Prestation Atelier;Prél.;Pos Dest;Pos;Poids;Charge Org Vide?;Numéro du support;N° Recept;Numéro de facture;Nom technicien;Nom etiq Charge;Niv Dest;Niv;Multi Réf?;Mouvement;Charges assemblage;Maj Charge?;Lot de Fabrication;Lot Préc.;Ligne Rec;Adresse;Largeur;A Inventorier?;Init Prix d'achat.;H Creation;Hauteur;H Rebut;H Réaffect;Heure cloture atelier;Heure prise en main;Gtin;Flag Charge?;Famille Log;Famille;Etat Final;Etat;Emb_Pal;EAN13;Dotation;DLUO;Dernier invent.;Date Fab;Dern. Mvt;Date Dernier Prelvt;Date Dernier mvt;Condit;Type Ano;Commentaire Atelier;Code UM;UL;Charge Org;Charge Dest;Bat Dest;Bat;Al Dest;Allée;Affectation
"08481951";"";"8945020282316026176";"00469745";"B00024181";"SIMKPNTRIPLE";"GOOD";"PAL";"TOTALTCS";"PFRIMMER JOEL";"14/04/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03261381";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"REGNIER FREDERIC";"10";"PAL G 13 0 C";"0,00 m";"Non";"0,00";"14/04/26 16:25:34";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12096515";"";"15/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08341223";"";"8945020282316024528";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208241";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108425";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08341224";"";"8945020282316024510";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208241";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108430";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08341225";"";"8945020282316024502";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208241";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108845";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08341226";"";"8945020282316024494";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208241";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108429";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08341227";"";"8945020282316024486";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208241";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108386";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08341228";"";"8945020282316024478";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208241";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108387";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08341696";"";"8945020282316085511";"00460394";"B00024181";"SIMKPNTRIPLE";"GOOD";"PAL";"TOTALTCS";"COFRA REGIS";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"14";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03208346";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"PAL H 14 0 C";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12050744";"";"02/04/2026";"";"-";"TOTAL_02-04";"UNITE";"UNITE";"";"";"";"1";"";"H";"TOTALTCSGOOD"
"08341134";"";"8945020282316024775";"00460394";"B00024181";"SIMKPNTRIPLE";"GOOD";"PAL";"TOTALTCS";"LACOMBE CAZAL LUDOVI";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"14";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03208238";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"KIT9";"1";"PAL H 14 0 C";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Quarantaine";"";"";"Non";"";"";"";"12003499";"";"19/03/2026";"";"-";"PREP_20-03";"UNITE";"UNITE";"";"";"";"1";"";"H";"TOTALTCSGOOD"
"08451071";"";"8945020282316086337";"00467769";"B00024181";"SIMKPNTRIPLE";"GOOD";"PAL";"TOTALTCS";"GALARD JAMES RT";"24/03/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03249960";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"GALARD JAMES";"7";"PAL G 13 0 B";"0,00 m";"Non";"0,00";"24/03/26 10:17:13";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12029673";"";"27/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08341513";"";"8945020282316025954";"00460394";"B00024181";"SIMKPNTRIPLE";"GOOD";"PAL";"TOTALTCS";"TRABELSI SAMI";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"01134565";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Oui";"";"14";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"9";"";"B";"0,00 Kg";"Non";"";"03208304";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"PAL H 14 0 B";"0,00 m";"Non";"0,00";"";"0,00 m";"";"02/04/26 16:20:49";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12034573";"";"30/03/2026";"";"-";"TOTAL_30-03";"UNITE";"UNITE";"";"";"";"1";"";"H";"TOTALTCSGOOD"
"08341378";"";"8945020282316025343";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208277";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108847";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08341379";"";"8945020282316025335";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208277";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108851";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08341380";"";"8945020282316025327";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208277";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108854";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08341381";"";"8945020282316025319";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208277";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108858";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08341382";"";"8945020282316025293";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208277";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108677";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08393928";"";"8931084725025615724";"00464029";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"12/02/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03227324";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"BERNARD FABRICE";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"12/02/26 16:29:48";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Quarantaine";"";"";"Non";"";"";"";"11914726";"";"18/02/2026";"";"-";"URGENT18";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08405642";"";"8931084725025617118";"00464831";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"20/02/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03231928";"";"";"Etiq_Charge.xml";"";"1";"Non";"-";"Oui";"Non";"";"LEBOULANGER ANTOINE";"3";"APP A 01 1 C";"0,00 m";"Non";"0,00";"20/02/26 10:42:11";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12027886";"";"27/03/2026";"";"-";"att";"UNITE";"UNITE";"";"";"";"1";"";"A";"TOTALTCSGOOD"
"08436131";"";"8931084725025616029";"00466994";"B00024181";"SIMKPNTRIPLE";"GOOD";"PAL";"TOTALTCS";"LIENARD MAXIME";"16/03/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03244431";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"8";"PAL G 13 0 C";"0,00 m";"Non";"0,00";"16/03/26 09:06:11";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"11989182";"";"16/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08450651";"";"8931085025042654163";"00467733";"B00024181";"SIMKPNTRIPLE";"GOOD";"PAL";"TOTALTCS";"GONZALEZ FREDERIC";"23/03/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"01134548";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Oui";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"8";"";"C";"0,00 Kg";"Non";"";"03249679";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"8";"PAL G 13 0 C";"0,00 m";"Non";"0,00";"23/03/26 14:52:18";"0,00 m";"";"02/04/26 15:02:48";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12014382";"";"24/03/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08377224";"";"8931084725025616771";"00463219";"B00024181";"SIMKPNTRIPLE";"GOOD";"PAL";"TOTALTCS";"ASTORG CHARLENE";"04/02/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"15";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03222745";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"3";"PAL G 15 0 A";"0,00 m";"Non";"0,00";"04/02/26 13:18:09";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"11873057";"";"04/02/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08209238";"";"8931085025042575699";"00450892";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"17/10/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03158855";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"CHABOT STEPHANE";"5";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Quarantaine";"";"";"Non";"";"";"";"11912249";"";"17/02/2026";"";"-";"SOGETREL18";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08365598";"";"8931084725025615526";"00462264";"B00024181";"SIMKPNTRIPLE";"GOOD";"PAL";"TOTALTCS";"DUFOURNEL VINCENT";"28/01/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03217846";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"KIT41";"4";"PAL G 13 0 C";"0,00 m";"Non";"0,00";"28/01/26 09:44:03";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12027005";"";"27/03/2026";"";"-";"URGENT18";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08468597";"";"8931084725025617050";"00468882";"B00024181";"SIMKPNTRIPLE";"GOOD";"PAL";"TOTALTCS";"FAIDHERBE FREDERIC";"03/04/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"C";"0,00 Kg";"Non";"";"03256412";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"2";"PAL G 13 0 C";"0,00 m";"Non";"0,00";"03/04/26 11:09:58";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12053605";"";"03/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08342045";"";"8945020282316085958";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208357";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108695";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08342050";"";"8945020282316085909";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208357";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108292";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08469505";"";"8945020282316024726";"00468940";"B00024181";"SIMKPNTRIPLE";"GOOD";"PAL";"TOTALTCS";"SOUCHARD MARIE";"03/04/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"13";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03256767";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"7";"PAL G 13 0 B";"0,00 m";"Non";"0,00";"03/04/26 13:16:25";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12056812";"";"03/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"G";"TOTALTCSGOOD"
"08341351";"";"8945020282316025228";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208274";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108697";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08361724";"";"8931084725025615203";"00461942";"B00024181";"SIMKPNTRIPLE";"BAD";"PAL";"TOTALTCS";"CASANOVA LAURENT";"26/01/2026";"";"UNITE";"RT";"STANDARD";"";"";"0";"";"GOOD";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"10";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"B";"0,00 Kg";"Non";"";"03216111";"";"";"Etiq_Charge.xml";"";"4";"Non";"-";"Oui";"Non";"";"";"2";"PAL B 10 4 B";"0,00 m";"Non";"0,00";"26/01/26 10:09:28";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"12109245";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"B";"TOTALTCSBAD"
"08244885";"";"8931085025042655814";"00453422";"B00024181";"SIMKPNTRIPLE";"GOOD";"PAL";"TOTALTCS";"SOMME SEBASTIEN";"05/11/2025";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"02";"15";"ETA";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"B";"A";"0,00 Kg";"Non";"";"03171343";"";"";"Etiq_Charge.xml";"2";"0";"Non";"-";"Oui";"Non";"";"";"2";"PAL G 15 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Réservée";"";"";"Non";"";"";"";"11689554";"";"04/12/2025";"";"-";"PREPA04";"UNITE";"UNITE";"";"";"1";"1";"G";"G";"TOTALTCSGOOD"
"08341502";"";"8945020282316025749";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208293";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108834";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
"08341503";"";"8945020282316025756";"00460394";"B00024225";"SIMKPNTRIPLE";"GOOD";"APP";"TETCSV";"";"13/01/2026";"";"UNITE";"CF";"STANDARD";"";"";"0";"";"";"Diagnostic";"001";"0";"";"Non";"";"WL-SIM-TRIPLE";"Non";"Non";"";"01";"";"1";"0";"0";"1";"0,00";"0,00 m";"";"0";"";"A";"0,00 Kg";"Non";"";"03208293";"";"";"Etiq_Charge.xml";"";"0";"Non";"-";"Oui";"Non";"";"";"1";"APP A 01 0 A";"0,00 m";"Non";"0,00";"";"0,00 m";"";"";"";"";"";"Non";"";"AUTEL";"Disponible";"Disponible";"";"";"Non";"";"";"";"12108835";"";"17/04/2026";"";"-";"";"UNITE";"UNITE";"";"";"";"1";"";"A";"TETCSVGOOD"
